名称（研发填写，产品重点校对，中文）,英文名称,平台界面是否显示,参数设置项,描述(备注/解释语，中文),英文描述(备注/解释语), 分组KEY,中文分组名称,英文分组名称,硬件版本,固件版本,型号,表格备注（非字段）,特殊解析 (变长协议等),下发是否响应,IPSO响应通道,IPSO通道,IPSO类型,IPSO起始字节,IPSO结束字节,IPSO起始bit,IPSO结束bit,"IPSO数据
类型",IPSO解析辅助字段类型,IPSO解析映射,IPSO固定值,异常值,"元素类型
（数组内元素类型）",枚举（产品校对文案）,英文枚举,默认值,自定义默认值,"最小值
(number)","最大值
(number)",设备限制范围,"精度
(有效小数位)",系数,单位名称（英文缩写）,"大小端
（string默认大端，其余默认小端）",输入长度限制（string）,字符编码（string）,类型,"读写
类型",事件类型,服务类型,IPSO标识,物模型版本,物模型属性标识,物模型数据类型,"长度下限
(string)","长度上限
(string)","数组长度
(最大)",关联项(物模型属性标识),输入参数（服务）,输出参数（事件&服务）,"必填
(入参)",云生态备注,忽略该行,平台自定义
占用检测条件使能,Occupied Condition Detection Enable,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,1,,,uint8,impl,occupied_detection_cfg：0x01,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,occupied_detection_cfg.condition_enable,bool,,,,,,,,,,TRUE
占用条件检测触发周期,Occupied Condition Detection Trigger Period,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,2,,,uint16,impl,occupied_detection_cfg：0x02,,,,,,5,,1,360,"[1,360]",,,min,,,,属性,读写,,,,v1.1,occupied_detection_cfg.condition_trigger_period,int,,,,,,,,,,TRUE
占用条件检测周期内触发频次占比,Occupied Condition Detection Trigger Rate,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,1,,,uint8,impl,occupied_detection_cfg：0x03,,,,,,50,,1,100,"[1,100]",,,%,,,,属性,读写,,,,v1.1,occupied_detection_cfg.condition_trigger_rate,int,,,,,,,,,,TRUE
夜间占用检测使能,Night Occupied Detection Enable,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,1,,,uint8,impl,occupied_detection_cfg：0x04,,,,"0：禁用
1：启用","0：disable
1：enable",1,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,occupied_detection_cfg.night_enable,bool,,,,,,,,,,TRUE
夜间占用检测条件使能,Night Occupied Condition  Detection Enable,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,1,,,uint8,impl,occupied_detection_cfg：0x05,,,,"0：禁用
1：启用","0：disable
1：enable",1,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,occupied_detection_cfg.night_condition_enable,bool,,,,,,,,,,TRUE
夜间占用条件检测触发周期,Night Occupied Condition  Detection Trigger Period,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,2,,,uint16,impl,occupied_detection_cfg：0x06,,,,,,5,,1,360,"[1,360]",,,min,,,,属性,读写,,,,v1.1,occupied_detection_cfg.night_condition_trigger_period,int,,,,,,,,,,TRUE
夜间占用条件检测触发频次占比,Night Occupied Condition  Detection Trigger Rate,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,1,,,uint8,impl,occupied_detection_cfg：0x07,,,,,,50,,1,100,"[1,100]",,,%,,,,属性,读写,,,,v1.1,occupied_detection_cfg.night_condition_trigger_rate,int,,,,,,,,,,TRUE
夜间开始时间,Night Start Time,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,2,,,uint16,impl,occupied_detection_cfg：0x08,,,,,,1260,,0,1439,"[0,1439]",,,min,,,,属性,读写,,,,v1.1,occupied_detection_cfg.night_start_time,int,,,,,,,,,,TRUE
夜间结束时间,Night Stop Time,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,2,,,uint16,impl,occupied_detection_cfg：0x09,,,,,,480,,0,1439,"[0,1439]",,,min,,,,属性,读写,,,,v1.1,occupied_detection_cfg.night_stop_time,int,,,,,,,,,,TRUE
空闲超时时间,Vacant Time,是,,,,occupied_detection_cfg,占用检测配置,Occupied Detection Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x94,,0,2,,,uint16,impl,occupied_detection_cfg：0x0A,,,,,,30,,1,360,"[1,360]",,,min,,,,属性,读写,,,,v1.1,occupied_detection_cfg.vacant_time,int,,,,,,,,,,TRUE
节能配置,Energy Saving Configuration,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,energy_saving_cfg,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,type,energy_saving_cfg,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.cmd,enum,,,,,,,,,,TRUE
节能使能,Energy Saving Enable,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,impl,energy_saving_cfg：0x00,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.enable,bool,,,,,,,,,,TRUE
占用状态执行计划,Occupied Exec Plan,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,impl,energy_saving_cfg：0x01,,,,"0：计划1
1：计划2
2：计划3
255：无动作","0：Schedule1
1：Schedule2
2：Schedule3
255：None",0,,,,"[0,255]",,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.occupied_execution,enum,,,,,,,,,,TRUE
空闲状态执行计划,Unoccupied Exec Plan,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,impl,energy_saving_cfg：0x02,,,,"0：计划1
1：计划2
2：计划3
255：无动作","0：Schedule1
1：Schedule2
2：Schedule3
255：None",1,,,,"[0,255]",,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.vacant_execution,enum,,,,,,,,,,TRUE
夜间占用状态执行计划,Night Exec Plan,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,impl,energy_saving_cfg：0x03,,,,"0：计划1
1：计划2
2：计划3
255：无动作","0：Schedule1
1：Schedule2
2：Schedule3
255：None",2,,,,"[0,255]",,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.night_execution,enum,,,,,,,,,,TRUE
一级节能使能,Energy Saving Level1 Enable,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,impl,energy_saving_cfg：0x04,,,,"0：计划1
1：计划2
2：计划3
255：无动作","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.level_1_energy_saving_enabled,bool,,,,,,,,,,TRUE
一级节能空闲时间,Energy Saving Level1 Vacant Time,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,2,,,uint16,impl,energy_saving_cfg：0x05,,,,,,480,,1,1440,"[1, 1440]",,,min,,,,属性,读写,,,,v1.1,energy_saving_cfg.level_1_energy_saving_vacant_time,int,,,,,,,,,,TRUE
一级节能目标温度允差,Energy Saving Level1 Target Temp Tolerance,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,2,,,uint16,impl,energy_saving_cfg：0x06,,,,,,2,,0.1,5,"[10,500]",2,0.01,℃,,,,属性,读写,,,,v1.1,energy_saving_cfg.level_1_energy_saving_temperature_tolerance,int,,,,,,,,,,TRUE
二级节能使能,Energy Saving Level2 Enable,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,impl,energy_saving_cfg：0x07,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.level_2_energy_saving_enabled,bool,,,,,,,,,,TRUE
二级节能空闲时间,Energy Saving Level2 Vacant Time,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,2,,,uint16,impl,energy_saving_cfg：0x08,,,,,,720,,1,1440,"[1, 1440]",,,min,,,,属性,读写,,,,v1.1,energy_saving_cfg.level_2_energy_saving_vacant_time,int,,,,,,,,,,TRUE
二级节能目标温度允差,Energy Saving Level2 Target Temp Tolerance,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,2,,,uint16,impl,energy_saving_cfg：0x09,,,,,,4,,0.1,5,"[10,500]",2,0.01,℃,,,,属性,读写,,,,v1.1,energy_saving_cfg.level_2_energy_saving_temperature_tolerance,int,,,,,,,,,,TRUE
节能方式,Energy Saving Mode,是,,,,energy_saving_cfg,节能配置,Energy Saving Configuration,,>=1.5,WT303-FLAT-FL,,,,,0x95,,0,1,,,uint8,impl,energy_saving_cfg：0x0A,,,,"0：执行计划
1：调整节能等级","0：Execute Plan
1：Adjust Energy Saving Level",1,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,energy_saving_cfg.mode,enum,,,,,,,,,,TRUE
屏幕显示配置,Screen Display Configuration,否,,,,screen_display_cfg,屏幕显示配置,Screen Display Configuration,,>=1.5,,,,,,0xA2,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,screen_display_cfg,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,screen_display_cfg,屏幕显示配置,Screen Display Configuration,,>=1.5,,,,,,0xA2,,0,1,,,uint8,type,energy_saving_cfg,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,screen_display_cfg.cmd,enum,,,,,,,,,,TRUE
系统关时屏幕显示数据使能,Enable Screen Display Data When System Is Off,否,,,,screen_display_cfg,屏幕显示配置,Screen Display Configuration,,>=1.5,,,,,,0xA2,,0,1,,,uint8,impl,energy_saving_cfg：0x00,,,,"0：不显示
1：显示","0：disable
1：enable",1,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,screen_display_cfg.display_data_enable_when_off,bool,,,,,,,,,,TRUE
单边允差使能,Unilateral Tolerance Enable,否,,,,unilatera_tolerance_cfg,单边允差配置,Unilateral Tolerance Configuration,,>=1.5,,,,,,0xA3,,0,1,,,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,unilatera_tolerance_enable,bool,,,,,,,,,,TRUE
数据主动上报配置,Active Data Reporting Configuration,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,1,,,uint8,type,active_data_reporting_cfg,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.cmd,enum,,,,,,,,,,TRUE
数据主动上报起始时间,Active Data Reporting Start Time,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,2,,,uint16,impl,active_data_reporting_cfg：0x00,,,,,,240,,0,1439,"[0,1439]",,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.start_time,int,,,,,,,,,,TRUE
数据主动上报次数,Active Data Reporting Times,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,1,,,uint8,impl,active_data_reporting_cfg：0x01,,,,,,0,,0,12,"[0,12]",,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.times,int,,,,,,,,,,TRUE
数据主动上报模式,Active Data Reporting Mode,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,1,,,uint8,impl,active_data_reporting_cfg：0x02,,,,"0：全关
1：全开
2：自定义","0: Disable All
1: Enable All
2: Custom",0,,,,"[0,2]",,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.mode,enum,,,,,,,,,,TRUE
数据主动上报自定义配置,Active Data Reporting Custom Configuration,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,2,,,struct,impl,active_data_reporting_cfg：0x03,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.custom_cfg,struct,,,,,,,,,,TRUE
数据主动上报自定义指令配置,Active Data Reporting Custom Command Configuration,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,1,,,struct,type(one_of),active_data_reporting_cmd_cfg,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.custom_cfg.cmd_cfg,struct,,,,,,,,,,TRUE
数据主动上报自定义指令,Active Data Reporting Custom Command,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,1,,,uint8,impl,active_data_reporting_cmd_cfg：0x00,,,,,,,,,,"[96,175]",,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.custom_cfg.cmd_cfg.custom,int,,,,,,,,,,TRUE
数据主动上报通用指令,Active Data Reporting Common Command,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,0,1,,,uint8,impl,active_data_reporting_cmd_cfg：0x01,,,,,,,,,,"[197,200]",,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.custom_cfg.cmd_cfg.common,int,,,,,,,,,,TRUE
数据主动上报自定义指令使能,Active Data Reporting Custom Command Enable,否,,,,active_data_reporting_cfg,数据主动上报配置,Active Data Reporting Configuration,,>=1.5,,,,,,0xC3,,1,2,,,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,active_data_reporting_cfg.custom_cfg.cmd_enable,bool,,,,,,,,,,TRUE
温度控制权限配置,Temperature Control Permission Configuration,是,,,,temperature_control_permission_cfg,温度控制权限配置,Temperature Control Permission Configuration,,>=1.5,,,,,,0xA5,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,temperature_control_permission_cfg,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,temperature_control_permission_cfg,温度控制权限配置,Temperature Control Permission Configuration,,>=1.5,,,,,,0xA5,,0,1,,,uint8,type,temperature_control_permission_cfg,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,temperature_control_permission_cfg.cmd,enum,,,,,,,,,,TRUE
温控权限,Temperature Control Permission,是,,,,temperature_control_permission_cfg,温度控制权限配置,Temperature Control Permission Configuration,,>=1.5,,,,,,0xA5,,0,1,,,uint8,impl,temperature_control_permission_cfg：0x00,,,,"0：恒温器控制
1：远程控制","0: Thermostat Control
1: Remote Control",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,temperature_control_permission_cfg.temp_ctrl_permission,enum,,,,,,,,,,TRUE
调试指令, Debug Commands,否,,,,debug_commands,调试指令,Debug Commands,,>=1.5,,,,,,0xA6,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,debug_commands,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,debug_commands,调试指令,Debug Commands,,>=1.5,,,,,,0xA6,,0,1,,,uint8,type,debug_commands,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,debug_commands.cmd,enum,,,,,,,,,,TRUE
环温使能,Ambient Temperature Debug Enable,否,,,,debug_commands,调试指令,Debug Commands,,>=1.5,,,,,,0xA6,,0,1,,,uint8,impl,debug_commands：0x00,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,debug_commands.ambition_temp_enable,bool,,,,,,,,,,TRUE
环温调试值,Ambient Temperature Debug Value,否,,,,debug_commands,调试指令,Debug Commands,,>=1.5,,,,,,0xA6,,0,2,,,uint16,impl,debug_commands：0x01,,,,,,,,-20,60,,2,0.01,℃,,,,属性,读写,,,,v1.1,debug_commands.ambition_temp_value,int,,,,,,,,,,TRUE
环湿使能,Ambient Humidity Debug Enable,否,,,,debug_commands,调试指令,Debug Commands,,>=1.5,,,,,,0xA6,,0,1,,,uint8,impl,debug_commands：0x02,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,debug_commands.ambition_humi_enable,bool,,,,,,,,,,TRUE
环湿调试值,Ambient Humidity Debug Value,否,,,,debug_commands,调试指令,Debug Commands,,>=1.5,,,,,,0xA6,,0,2,,,uint16,impl,debug_commands：0x03,,,,,,,,0,100,,1,0.1,%,,,,属性,读写,,,,v1.1,debug_commands.ambition_humi_value,int,,,,,,,,,,TRUE
查询设备状态,Query Device Status,是,,,,,,,,,,,,,,0xB9,,0,0,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,query_device_status,-,,,,,,,,,,FALSE
时间同步,Time Synchronize,是,,,,,,,,,,,,,,0xB8,,0,0,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,synchronize_time,-,,,,,,,,,,FALSE
时间同步,Time Synchronize,否,,,,,,,,,,用于Toolbox的时间同步按钮，平台上无需使用,,,,0xB7,,0,4,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,set_time,struct,,,,,,,,,1,TRUE
时间戳,Timestamp,否,,,,,,,,,,用于Toolbox的时间同步按钮，平台上无需使用,,,,0xB7,,0,4,,,uint32,,,,,,,,,,,,"[0,4294967295]",,,,,,,参数,只写,,,,,set_time.timestamp,date,,,,,,,,,1,TRUE
清除历史记录,Clear Data,是,,,,,,,,,,,,,,0xBD,,0,0,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,clear_historical_data,-,,,,,,,,,1,TRUE
停止查询回传,Stop Retrieval,是,,,,,,,,,,,,,,0xBC,,0,0,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,stop_historical_data_retrieval,-,,,,,,,,,1,TRUE
回传某个时间段的历史数据,Retrieval(Time Period),是,,,,,,,,,,可能应答的是实际数据,,否,,0xBB,,0,8,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,retrieve_historical_data_by_time_range,struct,,,,,,,,,1,TRUE
起始时间,Start Time,是,,,,,,,,,,,,,,0xBB,,0,4,,,uint32,,,,,,,,,,,,"[0,4294967295]",,,,,,,参数,只写,,,,,retrieve_historical_data_by_time_range.start_time,date,,,,,,,,,1,TRUE
结束时间,End Time,是,,,,,,,,,,,,,,0xBB,,4,8,,,uint32,,,,,,,,,,,,"[0,4294967295]",,,,,,,参数,只写,,,,,retrieve_historical_data_by_time_range.end_time,date,,,,,,,,,1,TRUE
回传某个时间点的历史数据,Retrieval(Time Period),是,,,,,,,,,,可能应答的是实际数据,,否,,0xBA,,0,4,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,retrieve_historical_data_by_time,struct,,,,,,,,,1,TRUE
时间点,Time Point,是,,,,,,,,,,,,,,0xBA,,0,4,,,uint32,,,,,,,,,,,,"[0,4294967295]",,,,,,,参数,只写,,,,,retrieve_historical_data_by_time.time,date,,,,,,,,,1,TRUE
重新连接网络,Network Reconnection,是,,,,,,,,,,,,,,0xB6,,0,0,,,struct,,,,,,,,,,,,,,,,,,,服务,只写,,异步,,,reconnect,-,,,,,,,,,,TRUE
远程控制配置接口开关,Remote Control Configuration Interface Switch,是,,,,,,,,>=1.5,"WT304,
WT304-BK,
WT304-ZH,
WT304-ZG",,,,,0x59,,0,3,,,struct,,,,,,,,,,,,,,,,,,,属性,只写,,,,v1.1,temperature_control_permission_cfg.switch_304,struct,,,,,,,,,,FALSE
远程控制配置接口使能,Remote Control Configuration Interface Enable,是,,,,,,,,>=1.5,"WT304,
WT304-BK,
WT304-ZH,
WT304-ZG",,,,,0x59,,0,1,,,uint8,,,,,,"0：全部禁用
1：Q1接口使能
2：Q2接口使能
3：Q1、Q2接口使能
4：Q3接口使能
5：Q1、Q3接口使能
6：Q2、Q3接口使能
7：Q1、Q2、Q3接口使能
255：全部接口使能","0: Disable All
1: Enable Q1 Interface
2: Enable Q2 Interface
3: Enable Q1 and Q2 Interfaces
4: Enable Q3 Interface
5: Enable Q1 and Q3 Interfaces
6: Enable Q2 and Q3 Interfaces
7: Enable Q1, Q2, and Q3 Interfaces
255: Enable All Interfaces",0,,,,"[0,255]",,,,,,,属性,只写,,,,v1.1,temperature_control_permission_cfg.switch_304.enable,enum,,,,,,,,,,FALSE
远程控制配置AO1占空比,Remote Control Configuration AO1 Duty Cycle,是,,,,,,,,>=1.5,"WT304,
WT304-BK,
WT304-ZH,
WT304-ZG",,,,,0x59,,1,2,,,uint8,,,,,,,,0,,,,"[0,100]",,,,,,,属性,只写,,,,v1.1,temperature_control_permission_cfg.switch_304.ao1_duty_cycle,int,,,,,,,,,,FALSE
远程控制配置AO2占空比,Remote Control Configuration AO2 Duty Cycle,是,,,,,,,,>=1.5,"WT304,
WT304-BK,
WT304-ZH,
WT304-ZG",,,,,0x59,,2,3,,,uint8,,,,,,,,0,,,,"[0,100]",,,,,,,属性,只写,,,,v1.1,temperature_control_permission_cfg.switch_304.ao2_duty_cycle,int,,,,,,,,,,FALSE
远程控制配置接口开关,Remote Control Configuration Interface Switch,是,,,,,,,,>=1.5,"WT303,
WT303-BK,
WT303-FLAT-FL,
WT303-ZH,
WT303-ZG",,,,,0x5A,,0,1,,,uint8,,,,,,"0：全部禁用
1：GL接口使能
2：GM接口使能
3：GL、GM接口使能
4：GH接口使能
5：GL、GH接口使能
6：GM、GH接口使能
7：GL、GM、GH接口使能
8：V1接口使能
9：GL、V1接口使能
10：GM、V1接口使能
11：GL、GM、V1接口使能
12：GH、V1接口使能
13：GL、GH、V1接口使能
14：GM、GH、V1接口使能
15：GL、GM、GH、V1接口使能
16：V2接口使能
17：GL、V2接口使能
18：GM、V2接口使能
19：GL、GM、V2接口使能
20：GH、V2接口使能
21：GL、GH、V2接口使能
22：GM、GH、V2接口使能
23：GL、GM、GH、V2接口使能
24：V1、V2接口使能
25：GL、V1、V2接口使能
26：GM、V1、V2接口使能
27：GL、GM、V1、V2接口使能
28：GH、V1、V2接口使能
29：GL、GH、V1、V2接口使能
30：GM、GH、V1、V2接口使能
31：GL、GM、GH、V1、V2接口使能
255：全部接口使能","0: Disable All
1: Enable GL Interface
2: Enable GM Interface
3: Enable GL and GM Interfaces
4: Enable GH Interface
5: Enable GL and GH Interfaces
6: Enable GM and GH Interfaces
7: Enable GL, GM, and GH Interfaces
8: Enable V1 Interface
9: Enable GL and V1 Interfaces
10: Enable GM and V1 Interfaces
11: Enable GL, GM, and V1 Interfaces
12: Enable GH and V1 Interfaces
13: Enable GL, GH, and V1 Interfaces
14: Enable GM, GH, and V1 Interfaces
15: Enable GL, GM, GH, and V1 Interfaces
16: Enable V2 Interface
17: Enable GL and V2 Interfaces
18: Enable GM and V2 Interfaces
19: Enable GL, GM, and V2 Interfaces
20: Enable GH and V2 Interfaces
21: Enable GL, GH, and V2 Interfaces
22: Enable GM, GH, and V2 Interfaces
23: Enable GL, GM, GH, and V2 Interfaces
24: Enable V1 and V2 Interfaces
25: Enable GL, V1, and V2 Interfaces
26: Enable GM, V1, and V2 Interfaces
27: Enable GL, GM, V1, and V2 Interfaces
28: Enable GH, V1, and V2 Interfaces
29: Enable GL, GH, V1, and V2 Interfaces
30: Enable GM, GH, V1, and V2 Interfaces
31: Enable GL, GM, GH, V1, and V2 Interfaces
255: Enable All Interfaces",0,,,,"[0,255]",,,,,,,属性,只写,,,,v1.1,temperature_control_permission_cfg_303,enum,,,,,,,,,,TRUE
